Customer_ID,Customer_Name,Age,Gender,City,Membership_Level
5134,Customer_5134,41,Female,Guwahati,Silver
5135,Customer_5135,32,Male,Lucknow,Silver
5136,Customer_5136,47,Male,Kolkata,Gold
5137,Customer_5137,59,Male,Pune,Gold
5138,Customer_5138,34,Female,Chandigarh,Gold
5139,Customer_5139,22,Female,Delhi,Platinum
5140,Customer_5140,46,Female,Bhopal,Silver
5141,Customer_5141,21,Female,Mumbai,Platinum
5142,Customer_5142,27,Male,Pune,Platinum
5143,Customer_5143,34,Female,Indore,Silver
5144,Customer_5144,27,Male,Surat,Silver
5145,Customer_5145,34,Female,Mumbai,Silver
5146,Customer_5146,37,Female,Pune,Silver
5147,Customer_5147,41,Female,Patna,Gold
5148,Customer_5148,22,Male,Indore,Gold
5149,Customer_5149,51,Male,Mumbai,Gold
5150,Customer_5150,23,Male,Pune,Gold
5151,Customer_5151,19,Male,Chennai,Silver
5152,Customer_5152,30,Male,Indore,Platinum
5153,Customer_5153,60,Female,Mumbai,Silver
5154,Customer_5154,60,Male,Chandigarh,Platinum
5155,Customer_5155,28,Male,Pune,Silver
5156,Customer_5156,64,Male,Surat,Platinum
5157,Customer_5157,40,Male,Kolkata,Silver
5158,Customer_5158,33,Female,Kochi,Silver
5159,Customer_5159,48,Male,Bhopal,Silver
5160,Customer_5160,28,Female,Guwahati,Gold
5161,Customer_5161,33,Female,Pune,Platinum
5162,Customer_5162,25,Female,Hyderabad,Silver
5163,Customer_5163,21,Male,Ahmedabad,Platinum
5164,Customer_5164,57,Female,Surat,Gold
5165,Customer_5165,21,Male,Kolkata,Gold
5166,Customer_5166,42,Male,Mumbai,Platinum
5167,Customer_5167,20,Male,Jaipur,Silver
5168,Customer_5168,49,Male,Indore,Silver
5169,Customer_5169,20,Male,Hyderabad,Platinum
5170,Customer_5170,44,Female,Pune,Platinum
5171,Customer_5171,46,Female,Pune,Platinum
5172,Customer_5172,49,Male,Guwahati,Platinum
5173,Customer_5173,36,Female,Hyderabad,Silver
5174,Customer_5174,38,Male,Indore,Platinum
5175,Customer_5175,22,Female,Indore,Silver
5176,Customer_5176,35,Female,Pune,Platinum
5177,Customer_5177,45,Female,Mumbai,Silver
5178,Customer_5178,59,Female,Guwahati,Gold
5179,Customer_5179,39,Female,Chennai,Gold
5180,Customer_5180,38,Male,Hyderabad,Silver
5181,Customer_5181,23,Male,Kochi,Silver
5182,Customer_5182,18,Female,Kolkata,Platinum
5183,Customer_5183,22,Male,Pune,Platinum
5184,Customer_5184,58,Female,Jaipur,Silver
5185,Customer_5185,29,Male,Delhi,Gold
5186,Customer_5186,43,Female,Delhi,Gold
5187,Customer_5187,63,Female,Guwahati,Silver
5188,Customer_5188,51,Female,Hyderabad,Silver
5189,Customer_5189,31,Male,Coimbatore,Platinum
5190,Customer_5190,43,Male,Lucknow,Gold
5191,Customer_5191,62,Female,Indore,Gold
5192,Customer_5192,44,Female,Delhi,Gold
5193,Customer_5193,26,Male,Delhi,Silver
5194,Customer_5194,43,Male,Surat,Silver
5195,Customer_5195,64,Male,Kolkata,Silver
5196,Customer_5196,39,Male,Visakhapatnam,Silver
5197,Customer_5197,64,Male,Delhi,Gold
5198,Customer_5198,47,Female,Visakhapatnam,Platinum
5199,Customer_5199,60,Male,Bengaluru,Silver
5200,Customer_5200,34,Female,Coimbatore,Silver
5201,Customer_5201,43,Female,Jaipur,Gold
5202,Customer_5202,53,Male,Nagpur,Platinum
5203,Customer_5203,18,Male,Kochi,Gold
5204,Customer_5204,25,Female,Nagpur,Platinum
5205,Customer_5205,52,Male,Chennai,Gold
5206,Customer_5206,32,Female,Kolkata,Gold
5207,Customer_5207,64,Male,Kochi,Silver
5208,Customer_5208,39,Male,Mumbai,Silver
5209,Customer_5209,31,Male,Kolkata,Silver
5210,Customer_5210,43,Female,Chennai,Gold
5211,Customer_5211,45,Male,Chennai,Platinum
5212,Customer_5212,40,Female,Hyderabad,Platinum
5213,Customer_5213,31,Male,Visakhapatnam,Silver
5214,Customer_5214,41,Female,Surat,Silver
5215,Customer_5215,19,Male,Kolkata,Silver
5216,Customer_5216,62,Female,Pune,Silver
5217,Customer_5217,43,Female,Visakhapatnam,Gold
5218,Customer_5218,31,Female,Delhi,Platinum
5219,Customer_5219,24,Female,Nagpur,Platinum
5220,Customer_5220,20,Female,Chennai,Gold
5221,Customer_5221,64,Female,Kochi,Platinum
5222,Customer_5222,40,Male,Nagpur,Gold
5223,Customer_5223,63,Female,Chandigarh,Silver
5224,Customer_5224,60,Female,Nagpur,Gold
5225,Customer_5225,64,Female,Chandigarh,Gold
5226,Customer_5226,62,Male,Visakhapatnam,Gold
5227,Customer_5227,35,Male,Ahmedabad,Silver
5228,Customer_5228,55,Male,Bengaluru,Silver
5229,Customer_5229,52,Female,Guwahati,Silver
5230,Customer_5230,32,Male,Delhi,Platinum
5231,Customer_5231,42,Male,Mumbai,Silver
5232,Customer_5232,54,Female,Patna,Gold
5233,Customer_5233,45,Female,Lucknow,Gold
5234,Customer_5234,27,Male,Coimbatore,Silver
5235,Customer_5235,56,Female,Nagpur,Gold
5236,Customer_5236,34,Female,Kochi,Platinum
5237,Customer_5237,56,Female,Surat,Silver
5238,Customer_5238,39,Female,Delhi,Platinum
5239,Customer_5239,43,Male,Kolkata,Silver
5240,Customer_5240,61,Female,Surat,Silver
5241,Customer_5241,42,Male,Nagpur,Platinum
5242,Customer_5242,34,Male,Bengaluru,Platinum
5243,Customer_5243,30,Male,Patna,Platinum
5244,Customer_5244,37,Male,Guwahati,Gold
5245,Customer_5245,42,Female,Kochi,Platinum
5246,Customer_5246,21,Female,Bengaluru,Platinum
5247,Customer_5247,27,Female,Chandigarh,Platinum
5248,Customer_5248,20,Male,Nagpur,Gold
5249,Customer_5249,58,Male,Bhopal,Silver
5250,Customer_5250,62,Male,Bhopal,Platinum
5251,Customer_5251,35,Female,Indore,Silver
5252,Customer_5252,64,Male,Kochi,Gold
5253,Customer_5253,53,Female,Ahmedabad,Silver
5254,Customer_5254,64,Female,Kochi,Gold
5255,Customer_5255,39,Female,Visakhapatnam,Silver
5256,Customer_5256,51,Female,Indore,Silver
5257,Customer_5257,64,Male,Mumbai,Platinum
5258,Customer_5258,25,Female,Lucknow,Silver
5259,Customer_5259,57,Male,Lucknow,Gold
5260,Customer_5260,61,Female,Indore,Silver
5261,Customer_5261,36,Male,Hyderabad,Silver
5262,Customer_5262,59,Male,Chennai,Silver
5263,Customer_5263,58,Female,Bhopal,Gold
5264,Customer_5264,54,Female,Indore,Silver
5265,Customer_5265,23,Female,Surat,Platinum
5266,Customer_5266,43,Male,Kolkata,Silver
5267,Customer_5267,51,Female,Hyderabad,Silver
5268,Customer_5268,62,Female,Delhi,Silver
5269,Customer_5269,23,Male,Hyderabad,Silver
5270,Customer_5270,54,Female,Coimbatore,Gold
5271,Customer_5271,50,Male,Jaipur,Platinum
5272,Customer_5272,39,Female,Patna,Gold
5273,Customer_5273,38,Male,Ahmedabad,Silver
5274,Customer_5274,23,Male,Guwahati,Silver
5275,Customer_5275,23,Female,Chandigarh,Silver
5276,Customer_5276,21,Male,Hyderabad,Platinum
5277,Customer_5277,47,Female,Hyderabad,Silver
5278,Customer_5278,28,Female,Bengaluru,Gold
5279,Customer_5279,47,Male,Lucknow,Silver
5280,Customer_5280,48,Female,Delhi,Silver
5281,Customer_5281,41,Male,Nagpur,Silver
5282,Customer_5282,26,Male,Chennai,Silver
5283,Customer_5283,20,Male,Bhopal,Gold
5284,Customer_5284,48,Male,Hyderabad,Silver
5285,Customer_5285,57,Male,Indore,Gold
5286,Customer_5286,54,Male,Bhopal,Silver
5287,Customer_5287,53,Male,Lucknow,Platinum
5288,Customer_5288,41,Male,Coimbatore,Silver
5289,Customer_5289,48,Female,Pune,Platinum
5290,Customer_5290,23,Female,Pune,Platinum
5291,Customer_5291,19,Male,Indore,Platinum
5292,Customer_5292,37,Female,Chennai,Silver
5293,Customer_5293,45,Female,Visakhapatnam,Gold
5294,Customer_5294,28,Female,Delhi,Silver
5295,Customer_5295,21,Female,Surat,Silver
5296,Customer_5296,32,Female,Coimbatore,Silver
5297,Customer_5297,23,Female,Jaipur,Silver
5298,Customer_5298,47,Male,Jaipur,Platinum
5299,Customer_5299,55,Female,Jaipur,Silver
5300,Customer_5300,19,Female,Lucknow,Gold
5301,Customer_5301,32,Female,Mumbai,Gold
5302,Customer_5302,28,Female,Hyderabad,Gold
5303,Customer_5303,25,Male,Patna,Gold
5304,Customer_5304,43,Male,Bengaluru,Silver
5305,Customer_5305,62,Male,Indore,Gold
5306,Customer_5306,61,Male,Hyderabad,Silver
5307,Customer_5307,22,Female,Bengaluru,Platinum
5308,Customer_5308,23,Male,Indore,Gold
5309,Customer_5309,43,Male,Patna,Platinum
5310,Customer_5310,21,Male,Surat,Silver
5311,Customer_5311,36,Male,Visakhapatnam,Silver
5312,Customer_5312,37,Female,Lucknow,Silver
5313,Customer_5313,50,Male,Hyderabad,Silver
5314,Customer_5314,37,Female,Patna,Silver
5315,Customer_5315,29,Male,Coimbatore,Gold
5316,Customer_5316,64,Female,Coimbatore,Silver
5317,Customer_5317,18,Female,Pune,Gold
5318,Customer_5318,43,Male,Patna,Platinum
5319,Customer_5319,31,Male,Coimbatore,Gold
5320,Customer_5320,55,Male,Coimbatore,Silver
5321,Customer_5321,54,Male,Visakhapatnam,Silver
5322,Customer_5322,28,Female,Jaipur,Silver
5323,Customer_5323,53,Female,Mumbai,Silver
5324,Customer_5324,30,Male,Ahmedabad,Gold
5325,Customer_5325,60,Male,Visakhapatnam,Silver
5326,Customer_5326,20,Female,Mumbai,Platinum
5327,Customer_5327,50,Male,Indore,Gold
5328,Customer_5328,23,Female,Pune,Gold
5329,Customer_5329,27,Male,Hyderabad,Silver
5330,Customer_5330,22,Female,Lucknow,Silver
5331,Customer_5331,40,Female,Kolkata,Gold
5332,Customer_5332,27,Female,Indore,Silver
5333,Customer_5333,61,Female,Delhi,Silver
5334,Customer_5334,19,Female,Mumbai,Silver
5335,Customer_5335,30,Male,Delhi,Silver
5336,Customer_5336,57,Female,Guwahati,Gold
5337,Customer_5337,19,Male,Mumbai,Silver
5338,Customer_5338,37,Female,Visakhapatnam,Gold
5339,Customer_5339,18,Female,Chennai,Silver
5340,Customer_5340,54,Male,Bhopal,Gold
5341,Customer_5341,26,Male,Visakhapatnam,Platinum
5342,Customer_5342,34,Male,Coimbatore,Platinum
5343,Customer_5343,26,Male,Delhi,Silver
5344,Customer_5344,28,Female,Delhi,Silver
5345,Customer_5345,32,Male,Nagpur,Silver
5346,Customer_5346,41,Female,Chennai,Gold
5347,Customer_5347,55,Male,Kolkata,Gold
5348,Customer_5348,52,Male,Indore,Gold
5349,Customer_5349,47,Female,Surat,Silver
5350,Customer_5350,48,Female,Chandigarh,Gold
5351,Customer_5351,22,Male,Surat,Silver
5352,Customer_5352,61,Female,Mumbai,Gold
5353,Customer_5353,31,Female,Chandigarh,Silver
5354,Customer_5354,28,Female,Hyderabad,Gold
5355,Customer_5355,26,Female,Nagpur,Silver
5356,Customer_5356,51,Female,Delhi,Silver
5357,Customer_5357,29,Female,Kochi,Gold
5358,Customer_5358,52,Female,Indore,Silver
5359,Customer_5359,52,Female,Guwahati,Gold
5360,Customer_5360,18,Male,Bengaluru,Gold
5361,Customer_5361,57,Female,Indore,Gold
5362,Customer_5362,39,Male,Kolkata,Silver
5363,Customer_5363,46,Female,Kochi,Silver
5364,Customer_5364,25,Female,Pune,Gold
5365,Customer_5365,28,Female,Lucknow,Silver
5366,Customer_5366,58,Female,Indore,Gold
5367,Customer_5367,54,Male,Bengaluru,Silver
5368,Customer_5368,31,Male,Visakhapatnam,Silver
5369,Customer_5369,47,Female,Lucknow,Silver
5370,Customer_5370,52,Male,Lucknow,Silver
5371,Customer_5371,38,Female,Nagpur,Silver
5372,Customer_5372,54,Female,Bhopal,Gold
5373,Customer_5373,22,Male,Patna,Gold
5374,Customer_5374,36,Male,Lucknow,Silver
5375,Customer_5375,31,Female,Lucknow,Platinum
5376,Customer_5376,43,Female,Guwahati,Gold
5377,Customer_5377,21,Male,Delhi,Platinum
5378,Customer_5378,42,Female,Lucknow,Gold
5379,Customer_5379,62,Male,Mumbai,Gold
5380,Customer_5380,59,Female,Kochi,Silver
5381,Customer_5381,42,Female,Pune,Silver
5382,Customer_5382,35,Male,Pune,Silver
5383,Customer_5383,57,Male,Visakhapatnam,Gold
5384,Customer_5384,25,Male,Jaipur,Silver
5385,Customer_5385,56,Female,Mumbai,Gold
5386,Customer_5386,57,Female,Nagpur,Silver
5387,Customer_5387,31,Female,Kochi,Platinum
5388,Customer_5388,49,Female,Delhi,Silver
5389,Customer_5389,55,Male,Jaipur,Silver
5390,Customer_5390,50,Female,Visakhapatnam,Silver
5391,Customer_5391,40,Female,Guwahati,Silver
5392,Customer_5392,32,Female,Chennai,Silver
5393,Customer_5393,50,Male,Ahmedabad,Gold
5394,Customer_5394,42,Female,Surat,Silver
5395,Customer_5395,34,Female,Chennai,Silver
5396,Customer_5396,50,Male,Jaipur,Platinum
5397,Customer_5397,64,Female,Jaipur,Silver
5398,Customer_5398,19,Female,Coimbatore,Platinum
5399,Customer_5399,31,Male,Bhopal,Platinum
5400,Customer_5400,57,Female,Lucknow,Silver
5401,Customer_5401,57,Female,Indore,Silver
5402,Customer_5402,56,Female,Pune,Silver
5403,Customer_5403,23,Male,Jaipur,Gold
5404,Customer_5404,23,Female,Hyderabad,Gold
5405,Customer_5405,20,Female,Guwahati,Gold
5406,Customer_5406,24,Male,Chandigarh,Gold
5407,Customer_5407,25,Male,Patna,Silver
5408,Customer_5408,59,Female,Pune,Platinum
5409,Customer_5409,32,Female,Chandigarh,Gold
5410,Customer_5410,64,Female,Kolkata,Gold
5411,Customer_5411,46,Female,Chandigarh,Platinum
5412,Customer_5412,50,Male,Delhi,Gold
5413,Customer_5413,47,Female,Guwahati,Silver
5414,Customer_5414,56,Male,Kolkata,Silver
5415,Customer_5415,44,Male,Pune,Silver
5416,Customer_5416,53,Female,Guwahati,Silver
5417,Customer_5417,46,Female,Kolkata,Platinum
5418,Customer_5418,55,Male,Kochi,Silver
5419,Customer_5419,50,Male,Ahmedabad,Gold
5420,Customer_5420,54,Female,Delhi,Gold
5421,Customer_5421,44,Male,Mumbai,Silver
5422,Customer_5422,50,Female,Patna,Platinum
5423,Customer_5423,21,Female,Visakhapatnam,Platinum
5424,Customer_5424,39,Male,Coimbatore,Gold
5425,Customer_5425,19,Male,Indore,Silver
5426,Customer_5426,27,Female,Lucknow,Silver
5427,Customer_5427,22,Male,Chennai,Silver
5428,Customer_5428,27,Female,Kolkata,Silver
5429,Customer_5429,50,Female,Chennai,Gold
5430,Customer_5430,55,Female,Surat,Platinum
5431,Customer_5431,30,Male,Surat,Gold
5432,Customer_5432,48,Female,Coimbatore,Platinum
5433,Customer_5433,64,Female,Mumbai,Gold
5434,Customer_5434,53,Female,Chandigarh,Silver
5435,Customer_5435,62,Female,Delhi,Platinum
5436,Customer_5436,41,Female,Guwahati,Silver
5437,Customer_5437,32,Female,Jaipur,Platinum
5438,Customer_5438,46,Female,Bengaluru,Silver
5439,Customer_5439,25,Female,Pune,Silver
5440,Customer_5440,22,Female,Lucknow,Platinum
5441,Customer_5441,46,Female,Delhi,Gold
5442,Customer_5442,64,Female,Lucknow,Platinum
5443,Customer_5443,21,Male,Jaipur,Platinum
5444,Customer_5444,29,Female,Patna,Silver
5445,Customer_5445,62,Female,Patna,Gold
5446,Customer_5446,19,Female,Bengaluru,Silver
5447,Customer_5447,44,Male,Kolkata,Gold
5448,Customer_5448,48,Female,Jaipur,Gold
5449,Customer_5449,53,Male,Jaipur,Silver
5450,Customer_5450,53,Female,Pune,Gold
5451,Customer_5451,43,Female,Bhopal,Gold
5452,Customer_5452,60,Male,Jaipur,Silver
5453,Customer_5453,44,Female,Hyderabad,Platinum
5454,Customer_5454,22,Male,Mumbai,Gold
5455,Customer_5455,37,Male,Jaipur,Platinum
5456,Customer_5456,28,Female,Kochi,Silver
5457,Customer_5457,27,Female,Delhi,Silver
5458,Customer_5458,57,Female,Guwahati,Gold
5459,Customer_5459,55,Female,Hyderabad,Silver
5460,Customer_5460,23,Male,Kolkata,Platinum
5461,Customer_5461,25,Male,Mumbai,Silver
5462,Customer_5462,40,Female,Jaipur,Gold
5463,Customer_5463,64,Male,Nagpur,Gold
5464,Customer_5464,43,Male,Chennai,Silver
5465,Customer_5465,63,Female,Chennai,Silver
5466,Customer_5466,60,Male,Patna,Gold
5467,Customer_5467,29,Male,Ahmedabad,Gold
5468,Customer_5468,43,Female,Chennai,Silver
5469,Customer_5469,30,Male,Chandigarh,Platinum
5470,Customer_5470,57,Female,Chennai,Silver
5471,Customer_5471,35,Male,Chandigarh,Silver
5472,Customer_5472,42,Female,Bhopal,Gold
5473,Customer_5473,50,Male,Chandigarh,Silver
5474,Customer_5474,64,Male,Guwahati,Platinum
5475,Customer_5475,57,Female,Ahmedabad,Silver
5476,Customer_5476,60,Female,Hyderabad,Silver
5477,Customer_5477,29,Female,Lucknow,Silver
5478,Customer_5478,61,Female,Kolkata,Gold
5479,Customer_5479,53,Male,Coimbatore,Gold
5480,Customer_5480,21,Male,Lucknow,Gold
5481,Customer_5481,22,Male,Lucknow,Silver
5482,Customer_5482,54,Female,Pune,Silver
5483,Customer_5483,25,Male,Coimbatore,Platinum
5484,Customer_5484,59,Male,Delhi,Silver
5485,Customer_5485,45,Female,Pune,Platinum
5486,Customer_5486,48,Female,Delhi,Silver
5487,Customer_5487,26,Male,Patna,Platinum
5488,Customer_5488,46,Female,Chennai,Silver
5489,Customer_5489,31,Male,Visakhapatnam,Gold
5490,Customer_5490,57,Male,Lucknow,Silver
5491,Customer_5491,58,Female,Jaipur,Silver
5492,Customer_5492,39,Male,Mumbai,Silver
5493,Customer_5493,28,Female,Nagpur,Silver
5494,Customer_5494,40,Female,Chandigarh,Silver
5495,Customer_5495,18,Male,Delhi,Gold
5496,Customer_5496,63,Male,Mumbai,Gold
5497,Customer_5497,54,Male,Pune,Gold
5498,Customer_5498,38,Female,Lucknow,Gold
5499,Customer_5499,43,Male,Visakhapatnam,Gold
5500,Customer_5500,63,Female,Delhi,Silver
5501,Customer_5501,53,Female,Surat,Silver
5502,Customer_5502,40,Male,Delhi,Silver
5503,Customer_5503,18,Female,Kolkata,Platinum
5504,Customer_5504,57,Male,Chandigarh,Silver
5505,Customer_5505,32,Male,Patna,Silver
5506,Customer_5506,38,Male,Kochi,Gold
5507,Customer_5507,64,Male,Chandigarh,Silver
5508,Customer_5508,26,Male,Surat,Platinum
5509,Customer_5509,26,Male,Indore,Platinum
5510,Customer_5510,27,Male,Kochi,Silver
5511,Customer_5511,43,Female,Kochi,Silver
5512,Customer_5512,58,Male,Mumbai,Silver
5513,Customer_5513,52,Female,Surat,Gold
5514,Customer_5514,42,Female,Nagpur,Silver
5515,Customer_5515,43,Female,Indore,Gold
5516,Customer_5516,28,Male,Lucknow,Gold
5517,Customer_5517,55,Female,Bengaluru,Silver
5518,Customer_5518,19,Female,Kochi,Silver
5519,Customer_5519,24,Male,Patna,Gold
5520,Customer_5520,35,Male,Jaipur,Silver
5521,Customer_5521,44,Female,Lucknow,Platinum
5522,Customer_5522,51,Male,Ahmedabad,Silver
5523,Customer_5523,44,Male,Surat,Gold
5524,Customer_5524,34,Male,Coimbatore,Platinum
5525,Customer_5525,60,Male,Kolkata,Platinum
5526,Customer_5526,61,Female,Hyderabad,Silver
5527,Customer_5527,41,Male,Kochi,Silver
5528,Customer_5528,42,Male,Indore,Gold
5529,Customer_5529,24,Male,Visakhapatnam,Silver
5530,Customer_5530,23,Female,Chandigarh,Silver
5531,Customer_5531,41,Female,Jaipur,Platinum
5532,Customer_5532,50,Male,Mumbai,Silver
5533,Customer_5533,46,Male,Kolkata,Silver
5534,Customer_5534,60,Female,Delhi,Silver
5535,Customer_5535,39,Male,Chennai,Gold
5536,Customer_5536,43,Male,Chennai,Gold
5537,Customer_5537,45,Female,Bengaluru,Silver
5538,Customer_5538,38,Male,Jaipur,Silver
5539,Customer_5539,24,Male,Bhopal,Silver
5540,Customer_5540,34,Female,Lucknow,Gold
5541,Customer_5541,37,Female,Mumbai,Silver
5542,Customer_5542,58,Male,Indore,Platinum
5543,Customer_5543,37,Female,Lucknow,Silver
5544,Customer_5544,39,Male,Hyderabad,Platinum
5545,Customer_5545,45,Male,Coimbatore,Silver
5546,Customer_5546,57,Male,Mumbai,Gold
5547,Customer_5547,24,Female,Mumbai,Silver
5548,Customer_5548,18,Female,Lucknow,Silver
5549,Customer_5549,49,Male,Chandigarh,Platinum
5550,Customer_5550,30,Male,Bhopal,Platinum
5551,Customer_5551,47,Female,Delhi,Silver
5552,Customer_5552,40,Female,Ahmedabad,Gold
5553,Customer_5553,36,Female,Chandigarh,Gold
5554,Customer_5554,49,Male,Coimbatore,Platinum
5555,Customer_5555,47,Female,Surat,Silver
