Transaction_ID,Date,Store_ID,Product_ID,Customer_ID,Quantity,Unit_Price_INR,Revenue_INR
208,2024-09-16,1068,1228,5784,7,15383,107681
209,2024-09-15,1095,1912,7856,2,5786,11572
210,2024-04-29,1072,1755,5717,6,46322,277932
211,2024-03-14,1029,1730,7506,6,29338,176028
212,2024-12-27,1095,1307,9806,4,20980,83920
213,2024-04-05,1067,1557,9416,6,35485,212910
214,2024-10-18,1088,1055,8838,9,48490,436410
215,2024-06-25,1021,1284,7287,9,10530,94770
216,2024-01-27,1058,1217,5014,1,8286,8286
217,2024-11-04,1007,1328,9972,7,11465,80255
218,2024-10-31,1065,1178,6189,4,21358,85432
219,2024-07-29,1036,1126,8336,2,29520,59040
220,2024-12-23,1098,1971,9265,8,40560,324480
221,2024-09-13,1055,1234,5725,3,42706,128118
222,2024-11-13,1060,1921,9786,2,38414,76828
223,2024-07-23,1085,1224,9173,9,47220,424980
224,2024-12-20,1064,1735,5738,5,887,4435
225,2024-03-06,1041,1330,5207,8,16591,132728
226,2024-05-29,1096,1028,5914,8,18487,147896
227,2024-06-15,1048,1186,7920,4,9857,39428
228,2024-08-07,1067,1775,5193,3,23882,71646
229,2024-10-26,1008,1792,5099,6,8128,48768
230,2024-09-14,1007,1723,6527,7,1340,9380
231,2024-07-21,1057,1148,7250,7,46234,323638
232,2024-08-27,1085,1003,7055,5,32717,163585
233,2024-11-10,1053,1291,8951,7,12383,86681
234,2024-08-16,1084,1682,9804,2,15868,31736
235,2024-06-04,1047,1732,8615,9,11948,107532
236,2024-08-05,1053,1082,9037,3,15855,47565
237,2024-07-13,1027,1153,9103,1,13885,13885
238,2024-09-26,1065,1803,6795,3,2103,6309
239,2024-01-16,1080,1984,5803,5,15805,79025
240,2024-08-28,1030,1918,9248,1,44740,44740
241,2024-09-08,1012,1997,8353,6,42764,256584
242,2024-02-20,1058,1475,8374,1,14320,14320
243,2024-12-21,1081,1680,8271,6,33510,201060
244,2024-01-28,1087,1330,8086,1,16591,16591
245,2024-02-22,1030,1348,6705,8,16446,131568
246,2024-11-03,1032,1939,9492,2,9982,19964
247,2024-04-25,1052,1305,7026,2,23268,46536
248,2024-01-09,1094,1467,8566,2,29345,58690
249,2024-01-11,1090,1776,9785,1,20535,20535
250,2024-04-16,1035,1727,9091,2,37083,74166
251,2024-10-27,1084,1686,6077,8,14321,114568
252,2024-12-06,1068,1112,6720,8,30683,245464
253,2024-09-14,1074,1168,9747,6,34337,206022
254,2024-06-30,1097,1268,5348,4,12176,48704
255,2024-06-18,1033,1697,6407,4,32518,130072
256,2024-11-20,1060,1961,8731,8,41361,330888
257,2024-05-18,1059,1336,9551,8,7606,60848
258,2024-10-11,1002,1753,9092,8,43548,348384
259,2024-04-20,1005,1185,5292,4,21727,86908
260,2024-04-01,1019,1730,9254,2,29338,58676
261,2024-08-07,1003,1357,6502,3,23182,69546
262,2024-01-05,1052,1321,5024,3,8702,26106
263,2024-01-20,1070,1253,9913,6,29095,174570
264,2024-04-10,1061,1160,6644,1,7558,7558
265,2024-10-21,1080,1452,6543,1,855,855
266,2024-06-05,1037,1845,8677,3,10371,31113
267,2024-01-01,1035,1026,9514,3,36901,110703
268,2024-07-30,1033,1305,9465,2,23268,46536
269,2024-04-28,1005,1570,6515,4,8016,32064
270,2024-09-16,1065,1355,6812,5,22902,114510
271,2024-06-23,1017,1986,8616,3,40631,121893
272,2024-05-13,1026,1589,9352,7,48141,336987
273,2024-04-11,1038,1462,9423,5,37828,189140
274,2024-03-02,1050,1154,5253,4,48402,193608
275,2024-02-23,1018,1698,7818,2,23817,47634
276,2024-10-31,1095,1695,9749,9,13120,118080
277,2024-01-07,1087,1890,5121,3,3621,10863
278,2024-12-21,1033,1501,5032,9,43872,394848
279,2024-01-03,1088,1327,6283,1,23073,23073
280,2024-11-27,1023,1468,7597,3,46406,139218
281,2024-11-30,1024,1673,6176,4,33346,133384
282,2024-05-28,1075,1304,9726,3,28721,86163
283,2024-10-14,1093,1731,7536,6,18512,111072
284,2024-01-12,1069,1727,9325,7,37083,259581
285,2024-04-13,1029,1656,5200,9,29309,263781
286,2024-04-20,1096,1377,5554,9,46503,418527
287,2024-09-19,1078,1248,6189,7,3136,21952
288,2024-06-21,1092,1371,8106,7,36716,257012
289,2024-04-04,1053,1767,5950,3,38045,114135
290,2024-11-16,1077,1325,5817,8,30607,244856
291,2024-07-21,1024,1933,5845,2,25457,50914
292,2024-02-14,1004,1466,5229,4,38377,153508
293,2024-02-03,1001,1000,7337,3,16915,50745
294,2024-07-29,1079,1677,5920,9,26853,241677
295,2024-08-12,1062,1537,7473,6,17647,105882
296,2024-09-20,1053,1196,9854,7,37451,262157
297,2024-10-27,1037,1707,6774,6,33347,200082
298,2024-08-13,1016,1280,9161,8,33453,267624
299,2024-04-13,1030,1876,9948,1,12843,12843
300,2024-08-08,1000,1627,8105,7,31217,218519
301,2024-11-29,1005,1496,7002,6,9618,57708
302,2024-10-27,1094,1057,5926,1,43305,43305
303,2024-05-02,1069,1428,5665,1,35537,35537
304,2024-08-09,1035,1021,8403,1,47038,47038
305,2024-02-12,1007,1431,9220,6,31367,188202
306,2024-07-28,1092,1268,6886,3,12176,36528
307,2024-12-02,1072,1982,9463,6,40953,245718
308,2024-01-11,1085,1608,7057,9,9796,88164
309,2024-08-03,1009,1408,9232,4,3944,15776
310,2024-06-12,1023,1521,5180,1,28007,28007
311,2024-08-12,1062,1273,6477,2,24724,49448
312,2024-08-12,1039,1054,7133,5,1586,7930
313,2024-09-02,1001,1922,9815,7,37919,265433
314,2024-05-25,1019,1823,9309,5,25362,126810
315,2024-07-09,1080,1567,6190,6,16301,97806
316,2024-09-17,1032,1560,6340,1,27518,27518
317,2024-10-13,1013,1409,9147,5,31604,158020
318,2024-01-16,1095,1368,7243,6,6152,36912
319,2024-07-12,1053,1489,5712,1,3018,3018
320,2024-01-09,1054,1115,5681,2,7215,14430
321,2024-01-02,1036,1769,5586,6,44109,264654
322,2024-10-19,1087,1329,6410,7,42065,294455
323,2024-03-24,1083,1955,5363,2,2126,4252
324,2024-07-27,1005,1083,6932,1,39293,39293
325,2024-02-27,1032,1293,9472,6,41030,246180
326,2024-12-04,1049,1130,8644,5,25912,129560
327,2024-04-15,1091,1969,6097,3,9959,29877
328,2024-05-15,1074,1987,5726,9,23851,214659
329,2024-11-03,1099,1466,5499,1,38377,38377
330,2024-11-26,1083,1890,6120,9,3621,32589
331,2024-03-17,1069,1464,6974,1,22820,22820
332,2024-11-20,1071,1107,5589,7,3873,27111
333,2024-07-28,1082,1564,5847,1,30569,30569
334,2024-08-19,1078,1427,6106,6,40537,243222
335,2024-05-04,1085,1382,5928,9,43965,395685
336,2024-06-28,1050,1790,8112,7,23716,166012
337,2024-10-16,1065,1539,8009,6,27190,163140
338,2024-08-01,1060,1346,7661,5,47428,237140
339,2024-04-06,1027,1159,8760,3,31216,93648
340,2024-09-05,1099,1229,6799,2,42251,84502
341,2024-08-08,1099,1203,5595,2,48654,97308
342,2024-01-13,1043,1531,7260,9,5012,45108
343,2024-11-01,1081,1389,9692,3,39971,119913
344,2024-03-31,1011,1770,7168,7,23712,165984
345,2024-07-11,1082,1002,7503,4,45041,180164
346,2024-07-17,1056,1790,9520,7,23716,166012
347,2024-09-16,1025,1328,9810,6,11465,68790
348,2024-03-04,1024,1032,6672,4,4566,18264
349,2024-11-25,1091,1931,7288,3,13149,39447
350,2024-08-19,1014,1831,6631,4,34894,139576
351,2024-08-14,1073,1395,8519,2,48559,97118
352,2024-06-15,1097,1701,7979,2,9978,19956
353,2024-09-07,1076,1281,5430,4,13443,53772
354,2024-07-04,1079,1804,7736,3,41212,123636
355,2024-09-05,1052,1369,5694,5,12505,62525
356,2024-09-28,1094,1175,5118,1,18560,18560
357,2024-12-05,1064,1585,6929,7,23888,167216
358,2024-05-17,1053,1555,6598,4,46509,186036
359,2024-04-18,1086,1138,7811,6,32156,192936
360,2024-11-13,1077,1978,5489,2,42583,85166
361,2024-02-13,1038,1452,7461,4,855,3420
362,2024-12-07,1093,1279,5540,5,11937,59685
363,2024-12-02,1050,1226,6461,6,14368,86208
364,2024-07-19,1019,1603,6266,1,11930,11930
365,2024-04-13,1063,1349,6274,4,35167,140668
366,2024-04-29,1088,1530,8237,2,12245,24490
367,2024-12-27,1010,1709,5282,1,38108,38108
368,2024-01-28,1089,1311,7775,9,10683,96147
369,2024-04-16,1051,1304,6057,1,28721,28721
370,2024-10-06,1084,1630,8862,2,30824,61648
371,2024-01-28,1053,1108,5755,9,28093,252837
372,2024-07-04,1068,1998,9941,8,15104,120832
373,2024-07-13,1006,1722,8140,4,26176,104704
374,2024-05-25,1011,1498,6652,2,6814,13628
375,2024-09-16,1001,1056,5072,8,18244,145952
376,2024-12-25,1020,1094,7878,3,37898,113694
377,2024-06-25,1095,1633,7030,1,48943,48943
378,2024-05-07,1068,1491,8869,2,27282,54564
379,2024-04-15,1090,1778,6547,4,15136,60544
380,2024-12-17,1094,1958,7835,1,10835,10835
381,2024-07-29,1075,1253,8775,6,29095,174570
382,2024-12-14,1035,1848,5924,4,48505,194020
383,2024-11-17,1020,1144,5182,6,27045,162270
384,2024-11-09,1052,1881,6291,5,23705,118525
385,2024-01-11,1018,1782,7581,4,4722,18888
386,2024-12-25,1002,1965,8821,7,36304,254128
387,2024-11-16,1059,1445,7966,7,36864,258048
388,2024-01-17,1080,1671,9396,4,8793,35172
389,2024-12-01,1093,1167,5106,4,6125,24500
390,2024-03-06,1099,1138,9891,4,32156,128624
391,2024-04-22,1072,1377,9839,8,46503,372024
392,2024-05-11,1033,1268,6608,5,12176,60880
393,2024-03-11,1028,1336,8268,5,7606,38030
394,2024-03-01,1073,1027,5001,9,4719,42471
395,2024-11-09,1056,1752,7665,6,34734,208404
396,2024-08-31,1072,1465,9635,4,12535,50140
397,2024-11-04,1039,1155,7380,7,17655,123585
398,2024-01-05,1049,1943,9276,8,35652,285216
399,2024-11-12,1074,1438,7701,7,35923,251461
400,2024-01-21,1018,1015,5173,6,7710,46260
401,2024-07-04,1021,1803,8814,2,2103,4206
402,2024-07-27,1050,1752,5380,5,34734,173670
403,2024-08-18,1048,1167,6993,6,6125,36750
404,2024-01-14,1051,1915,7548,2,41528,83056
405,2024-12-17,1021,1230,6221,9,32906,296154
406,2024-03-19,1061,1602,9642,4,23417,93668
407,2024-06-30,1059,1231,7991,5,28799,143995
408,2024-03-18,1079,1352,5938,5,42618,213090
409,2024-10-23,1080,1513,9371,7,27223,190561
410,2024-09-28,1006,1204,9151,9,28131,253179
411,2024-02-20,1052,1257,8179,9,42754,384786
412,2024-09-13,1030,1762,7050,6,49256,295536
413,2024-10-22,1003,1383,5835,9,26627,239643
414,2024-01-18,1092,1356,8978,4,10596,42384
415,2024-10-16,1006,1324,8944,5,44675,223375
416,2024-08-05,1093,1069,6596,5,14466,72330
417,2024-04-09,1002,1561,6502,5,46597,232985
418,2024-05-28,1024,1863,7936,1,7895,7895
419,2024-06-03,1033,1175,9517,7,18560,129920
420,2024-04-11,1032,1510,8411,6,42356,254136
421,2024-04-24,1094,1151,8582,3,42146,126438
422,2024-09-26,1087,1720,6786,8,21576,172608
423,2024-04-01,1037,1392,6879,6,38691,232146
424,2024-01-21,1003,1244,8861,9,10128,91152
425,2024-04-29,1047,1121,6832,7,36164,253148
426,2024-01-19,1073,1167,5211,8,6125,49000
427,2024-01-24,1088,1935,5109,9,11166,100494
428,2024-01-26,1060,1129,7684,6,35845,215070
429,2024-06-01,1064,1584,6391,8,2958,23664
430,2024-10-27,1080,1901,6384,2,8528,17056
431,2024-12-29,1070,1658,7438,1,13936,13936
432,2024-07-20,1077,1608,6453,9,9796,88164
433,2024-05-18,1060,1888,9557,6,41201,247206
434,2024-10-06,1000,1018,8326,3,44894,134682
435,2024-01-24,1005,1672,7844,3,18307,54921
436,2024-01-12,1073,1884,5834,8,6299,50392
437,2024-05-14,1020,1503,5358,3,8683,26049
438,2024-03-21,1066,1748,9316,6,42108,252648
439,2024-12-20,1082,1828,5335,6,29328,175968
440,2024-03-10,1027,1541,5852,5,8122,40610
441,2024-07-22,1065,1998,9438,7,15104,105728
442,2024-03-19,1026,1116,9991,4,7788,31152
443,2024-10-05,1031,1189,5881,6,43361,260166
444,2024-07-17,1011,1652,8053,1,43383,43383
445,2024-10-20,1064,1913,7527,3,32784,98352
446,2024-10-11,1045,1897,8310,7,10068,70476
447,2024-06-04,1039,1002,5217,9,45041,405369
448,2024-03-16,1092,1901,5003,1,8528,8528
449,2024-08-06,1008,1923,9631,4,725,2900
450,2024-11-19,1081,1332,9008,7,37014,259098
451,2024-10-03,1061,1339,9458,9,20066,180594
452,2024-09-21,1099,1159,6547,8,31216,249728
453,2024-02-18,1015,1894,7859,2,20880,41760
454,2024-04-07,1098,1827,7184,2,34247,68494
455,2024-10-19,1099,1414,5165,9,15075,135675
456,2024-01-21,1067,1572,7636,2,13233,26466
457,2024-01-23,1039,1264,7872,7,44587,312109
458,2024-05-17,1034,1066,5950,9,2378,21402
459,2024-08-17,1082,1949,8287,8,5852,46816
460,2024-11-21,1059,1094,5897,5,37898,189490
461,2024-12-22,1069,1718,5367,2,27095,54190
462,2024-01-29,1094,1579,8941,6,14373,86238
463,2024-11-10,1090,1240,9333,7,46264,323848
464,2024-01-21,1002,1016,5338,7,45421,317947
465,2024-12-07,1052,1748,8310,5,42108,210540
466,2024-04-08,1099,1826,7193,9,23187,208683
467,2024-03-03,1058,1414,5065,6,15075,90450
468,2024-10-28,1035,1220,5473,9,8580,77220
469,2024-05-12,1065,1714,6087,8,17492,139936
470,2024-01-15,1036,1700,6751,9,3129,28161
471,2024-04-14,1078,1863,8567,1,7895,7895
472,2024-04-20,1086,1039,5666,2,34809,69618
473,2024-12-04,1043,1130,6332,8,25912,207296
474,2024-12-01,1063,1689,6466,6,15943,95658
475,2024-04-20,1050,1128,9725,1,28413,28413
476,2024-12-28,1005,1519,8612,1,29481,29481
477,2024-12-08,1096,1829,7119,1,7115,7115
478,2024-01-04,1068,1191,5222,3,39493,118479
479,2024-05-31,1020,1424,6805,9,35271,317439
480,2024-02-11,1056,1784,5579,6,46867,281202
481,2024-01-26,1027,1455,6564,2,22058,44116
482,2024-12-27,1084,1810,7616,8,25598,204784
483,2024-07-12,1023,1224,7677,3,47220,141660
484,2024-12-25,1091,1729,7416,1,14713,14713
485,2024-01-08,1074,1513,8482,6,27223,163338
486,2024-03-13,1062,1174,9927,4,7467,29868
487,2024-03-18,1021,1315,8762,6,22438,134628
488,2024-05-27,1033,1176,6661,8,43603,348824
489,2024-11-17,1036,1092,9842,4,47800,191200
490,2024-03-08,1040,1270,7997,4,31057,124228
491,2024-12-20,1080,1892,5073,6,21617,129702
492,2024-07-01,1078,1605,7633,2,6446,12892
493,2024-11-29,1092,1433,6437,3,38607,115821
494,2024-03-25,1097,1747,7526,2,11873,23746
495,2024-03-19,1042,1941,7287,9,41670,375030
496,2024-02-08,1021,1459,8228,4,45945,183780
497,2024-11-01,1090,1513,9040,3,27223,81669
498,2024-01-20,1014,1123,5970,2,1072,2144
499,2024-03-10,1020,1724,8799,1,29112,29112
500,2024-06-04,1051,1668,9440,2,38344,76688
501,2024-04-26,1003,1889,8062,4,24253,97012
502,2024-01-28,1046,1924,8769,4,4448,17792
503,2024-04-07,1017,1079,9940,7,49659,347613
504,2024-11-24,1070,1370,6421,3,43867,131601
505,2024-05-30,1079,1094,5040,7,37898,265286
506,2024-12-29,1034,1188,6461,4,1419,5676
507,2024-01-22,1075,1864,5773,9,47551,427959
508,2024-09-17,1006,1121,5204,7,36164,253148
509,2024-02-29,1040,1833,5896,2,41918,83836
510,2024-06-11,1009,1043,8579,9,39027,351243
511,2024-04-23,1061,1259,5796,9,28140,253260
512,2024-12-19,1064,1806,6741,2,44863,89726
513,2024-07-14,1011,1187,7938,8,1166,9328
514,2024-02-14,1090,1816,5409,7,7498,52486
515,2024-04-22,1027,1260,9950,1,29907,29907
516,2024-06-27,1057,1961,5609,1,41361,41361
517,2024-09-26,1055,1556,7749,8,10626,85008
518,2024-11-20,1017,1059,7051,5,28820,144100
519,2024-02-25,1064,1263,9134,9,21381,192429
520,2024-12-12,1056,1817,7672,3,37686,113058
521,2024-09-23,1049,1547,9951,3,40936,122808
522,2024-04-24,1086,1837,9641,8,8322,66576
523,2024-12-22,1080,1936,5119,5,37368,186840
524,2024-06-15,1044,1009,5280,1,39529,39529
525,2024-12-19,1061,1803,7318,9,2103,18927
526,2024-04-24,1064,1835,6152,2,2515,5030
527,2024-03-20,1054,1102,9471,7,32715,229005
528,2024-11-09,1037,1909,7952,8,11330,90640
529,2024-10-12,1003,1843,9410,4,12479,49916
530,2024-11-18,1014,1110,7189,3,40173,120519
531,2024-01-29,1020,1784,6128,1,46867,46867
532,2024-02-11,1020,1532,5798,7,5634,39438
533,2024-04-28,1050,1500,9823,7,28433,199031
534,2024-03-02,1085,1204,5503,9,28131,253179
