City,Date,Temperature_C,Humidity,Rain
Delhi,2024-06-09,13.6,51,0
Delhi,2024-06-10,14.2,65,0
Delhi,2024-06-11,15.9,47,0
Delhi,2024-06-12,11.1,68,0
Delhi,2024-06-13,21.0,40,0
Delhi,2024-06-14,21.3,68,0
Delhi,2024-06-15,19.5,85,0
Delhi,2024-06-16,9.1,76,0
Delhi,2024-06-17,20.0,76,1
Delhi,2024-06-18,17.2,63,0
Delhi,2024-06-19,14.9,48,0
Delhi,2024-06-20,19.0,81,0
Delhi,2024-06-21,16.1,71,0
Delhi,2024-06-22,15.6,87,0
Delhi,2024-06-23,18.2,43,0
Delhi,2024-06-24,17.9,75,0
Delhi,2024-06-25,12.3,75,0
Delhi,2024-06-26,17.0,63,0
Delhi,2024-06-27,26.4,84,0
Delhi,2024-06-28,9.0,49,0
Delhi,2024-06-29,19.8,65,0
Delhi,2024-06-30,19.7,48,0
Delhi,2024-07-01,25.5,67,0
Delhi,2024-07-02,10.0,55,0
Delhi,2024-07-03,16.2,89,0
Delhi,2024-07-04,18.4,89,0
Delhi,2024-07-05,18.8,67,0
Delhi,2024-07-06,18.9,57,0
Delhi,2024-07-07,21.1,73,0
Delhi,2024-07-08,22.2,60,0
Delhi,2024-07-09,27.6,41,0
Delhi,2024-07-10,18.4,61,0
Delhi,2024-07-11,20.1,76,0
Delhi,2024-07-12,23.8,76,0
Delhi,2024-07-13,18.1,77,0
Delhi,2024-07-14,21.9,62,0
Delhi,2024-07-15,21.5,61,0
Delhi,2024-07-16,24.0,61,1
Delhi,2024-07-17,20.9,48,0
Delhi,2024-07-18,29.1,89,0
Delhi,2024-07-19,21.4,76,0
Delhi,2024-07-20,15.9,75,0
Delhi,2024-07-21,17.6,41,1
Delhi,2024-07-22,19.9,82,0
Delhi,2024-07-23,8.3,85,0
Delhi,2024-07-24,22.1,85,0
Delhi,2024-07-25,12.7,53,1
Delhi,2024-07-26,17.6,77,1
Delhi,2024-07-27,29.6,45,0
Delhi,2024-07-28,19.5,57,1
Delhi,2024-07-29,26.2,87,0
Delhi,2024-07-30,26.5,73,1
Delhi,2024-07-31,22.1,67,0
Delhi,2024-08-01,18.4,73,0
Delhi,2024-08-02,26.0,67,0
Delhi,2024-08-03,17.7,80,0
Delhi,2024-08-04,14.1,78,0
Delhi,2024-08-05,21.1,58,0
Delhi,2024-08-06,21.1,53,0
Delhi,2024-08-07,14.2,64,0
Delhi,2024-08-08,26.7,60,1
Delhi,2024-08-09,23.3,64,0
Delhi,2024-08-10,17.8,65,1
Delhi,2024-08-11,25.7,80,0
Delhi,2024-08-12,17.6,62,0
Delhi,2024-08-13,21.1,67,0
Delhi,2024-08-14,24.5,77,0
Delhi,2024-08-15,21.4,60,0
Delhi,2024-08-16,20.5,85,0
Delhi,2024-08-17,16.3,44,1
Delhi,2024-08-18,23.2,68,0
Delhi,2024-08-19,22.5,57,0
Delhi,2024-08-20,19.7,50,0
Delhi,2024-08-21,20.7,66,0
Delhi,2024-08-22,20.0,59,0
Delhi,2024-08-23,22.0,78,0
Delhi,2024-08-24,18.0,88,0
Delhi,2024-08-25,20.6,69,0
Delhi,2024-08-26,27.1,47,0
Delhi,2024-08-27,19.3,81,0
Delhi,2024-08-28,16.5,64,1
Delhi,2024-08-29,14.2,84,0
Delhi,2024-08-30,13.6,88,0
Delhi,2024-08-31,15.0,74,0
Delhi,2024-09-01,20.6,59,0
Delhi,2024-09-02,8.2,40,0
Delhi,2024-09-03,19.4,88,0
Delhi,2024-09-04,24.3,68,1
Delhi,2024-09-05,15.1,70,0
Delhi,2024-09-06,19.4,63,0
Delhi,2024-09-07,22.4,60,0
Delhi,2024-09-08,19.6,54,1
Delhi,2024-09-09,15.2,48,0
Delhi,2024-09-10,19.7,50,0
Delhi,2024-09-11,29.9,43,0
Delhi,2024-09-12,28.7,66,0
Delhi,2024-09-13,18.0,64,0
Delhi,2024-09-14,19.1,71,0
Delhi,2024-09-15,22.3,65,0
Delhi,2024-09-16,25.5,60,0
Delhi,2024-09-17,24.7,48,1
Delhi,2024-09-18,22.1,86,0
Delhi,2024-09-19,12.8,48,0
Delhi,2024-09-20,31.0,51,0
Delhi,2024-09-21,21.5,42,0
Delhi,2024-09-22,21.2,49,0
Delhi,2024-09-23,25.8,48,0
Delhi,2024-09-24,26.8,66,0
Delhi,2024-09-25,29.1,40,0
Delhi,2024-09-26,21.6,50,0
Delhi,2024-09-27,23.5,86,0
Delhi,2024-09-28,23.6,81,0
Delhi,2024-09-29,25.0,60,0
Delhi,2024-09-30,14.4,77,0
Delhi,2024-10-01,6.1,62,0
Delhi,2024-10-02,19.6,77,0
Delhi,2024-10-03,18.2,63,0
Delhi,2024-10-04,24.7,56,0
Delhi,2024-10-05,23.6,61,0
Delhi,2024-10-06,19.8,88,0
Delhi,2024-10-07,25.0,70,0
Delhi,2024-10-08,17.5,75,0
Delhi,2024-10-09,28.4,54,0
Delhi,2024-10-10,18.3,72,0
Delhi,2024-10-11,21.0,54,0
Delhi,2024-10-12,13.0,84,0
Delhi,2024-10-13,19.4,81,0
Delhi,2024-10-14,18.2,57,0
Delhi,2024-10-15,18.1,58,0
Delhi,2024-10-16,21.1,62,0
Delhi,2024-10-17,13.8,69,0
Delhi,2024-10-18,22.0,79,0
Delhi,2024-10-19,20.5,71,0
Delhi,2024-10-20,20.6,52,1
Delhi,2024-10-21,24.6,44,0
Delhi,2024-10-22,15.6,63,0
Delhi,2024-10-23,30.7,74,1
Delhi,2024-10-24,24.8,44,1
Delhi,2024-10-25,29.0,73,1
Delhi,2024-10-26,25.8,50,0
Delhi,2024-10-27,22.6,84,1
Delhi,2024-10-28,17.4,43,1
Delhi,2024-10-29,21.4,73,0
Delhi,2024-10-30,19.1,69,0
Delhi,2024-10-31,13.2,83,0
Delhi,2024-11-01,27.8,62,1
Delhi,2024-11-02,16.1,76,0
Delhi,2024-11-03,17.7,78,0
Delhi,2024-11-04,16.4,60,0
Delhi,2024-11-05,17.0,89,0
Delhi,2024-11-06,17.2,47,0
Delhi,2024-11-07,22.7,62,1
Delhi,2024-11-08,18.6,60,1
Delhi,2024-11-09,27.3,73,1
Delhi,2024-11-10,22.5,44,1
Delhi,2024-11-11,11.1,61,0
Delhi,2024-11-12,23.3,61,0
Delhi,2024-11-13,18.3,54,0
Delhi,2024-11-14,24.1,56,0
Delhi,2024-11-15,24.2,84,0
Delhi,2024-11-16,20.2,41,0
Delhi,2024-11-17,18.5,71,0
Delhi,2024-11-18,21.8,46,0
Delhi,2024-11-19,20.1,77,0
Delhi,2024-11-20,13.3,70,1
Delhi,2024-11-21,16.1,82,0
Delhi,2024-11-22,28.0,74,0
Delhi,2024-11-23,14.3,60,0
Delhi,2024-11-24,14.6,65,1
Delhi,2024-11-25,12.4,70,0
Delhi,2024-11-26,19.7,52,0
Delhi,2024-11-27,13.9,65,0
Delhi,2024-11-28,23.2,81,0
Delhi,2024-11-29,32.1,43,0
Delhi,2024-11-30,20.5,66,0
Delhi,2024-12-01,18.7,81,0
Delhi,2024-12-02,24.7,60,0
Delhi,2024-12-03,12.4,69,0
Delhi,2024-12-04,20.5,79,0
Delhi,2024-12-05,22.9,70,1
Delhi,2024-12-06,8.9,56,0
Delhi,2024-12-07,22.4,71,1
Delhi,2024-12-08,15.9,52,0
Delhi,2024-12-09,14.9,76,0
Delhi,2024-12-10,21.9,71,0
Delhi,2024-12-11,20.6,70,0
Delhi,2024-12-12,20.0,61,0
Delhi,2024-12-13,23.3,48,0
Delhi,2024-12-14,26.0,44,0
Delhi,2024-12-15,20.6,48,0
Delhi,2024-12-16,31.3,49,0
Delhi,2024-12-17,14.3,78,0
Delhi,2024-12-18,17.7,65,0
Delhi,2024-12-19,19.0,67,0
Delhi,2024-12-20,25.6,54,0
Delhi,2024-12-21,18.5,44,0
Delhi,2024-12-22,25.7,42,0
Delhi,2024-12-23,24.0,76,0
Delhi,2024-12-24,18.3,53,0
Delhi,2024-12-25,21.7,47,1
Delhi,2024-12-26,13.6,85,0
Delhi,2024-12-27,19.6,79,0
Delhi,2024-12-28,20.5,43,0
Delhi,2024-12-29,19.3,88,1
Delhi,2024-12-30,16.0,65,0
Delhi,2024-12-31,10.9,77,0
Mumbai,2024-01-01,37.1,51,0
Mumbai,2024-01-02,26.4,62,0
Mumbai,2024-01-03,21.9,68,0
Mumbai,2024-01-04,25.4,60,0
Mumbai,2024-01-05,28.1,57,1
Mumbai,2024-01-06,26.6,77,0
Mumbai,2024-01-07,23.7,59,0
Mumbai,2024-01-08,39.6,50,0
Mumbai,2024-01-09,24.1,72,0
Mumbai,2024-01-10,26.9,75,0
Mumbai,2024-01-11,29.1,77,1
Mumbai,2024-01-12,41.7,45,0
Mumbai,2024-01-13,31.0,63,0
Mumbai,2024-01-14,31.9,82,0
Mumbai,2024-01-15,26.8,83,1
Mumbai,2024-01-16,22.2,53,0
Mumbai,2024-01-17,33.5,49,0
Mumbai,2024-01-18,36.7,81,0
Mumbai,2024-01-19,18.1,78,0
Mumbai,2024-01-20,26.9,69,0
Mumbai,2024-01-21,32.3,62,1
Mumbai,2024-01-22,18.8,80,0
Mumbai,2024-01-23,24.9,81,0
Mumbai,2024-01-24,30.3,44,1
Mumbai,2024-01-25,28.3,50,0
Mumbai,2024-01-26,30.9,61,1
Mumbai,2024-01-27,31.6,81,0
Mumbai,2024-01-28,28.7,77,0
Mumbai,2024-01-29,32.4,61,1
Mumbai,2024-01-30,26.5,41,1
Mumbai,2024-01-31,27.3,76,0
Mumbai,2024-02-01,27.8,85,1
Mumbai,2024-02-02,39.6,49,0
Mumbai,2024-02-03,30.2,88,0
Mumbai,2024-02-04,35.1,48,0
Mumbai,2024-02-05,28.1,70,1
Mumbai,2024-02-06,23.3,60,1
Mumbai,2024-02-07,22.5,67,0
Mumbai,2024-02-08,27.7,58,0
Mumbai,2024-02-09,30.8,60,0
Mumbai,2024-02-10,27.5,71,0
Mumbai,2024-02-11,36.9,74,0
Mumbai,2024-02-12,31.3,52,0
Mumbai,2024-02-13,22.7,49,0
Mumbai,2024-02-14,19.3,83,0
Mumbai,2024-02-15,31.6,45,0
Mumbai,2024-02-16,24.1,71,0
Mumbai,2024-02-17,27.0,64,0
Mumbai,2024-02-18,36.4,51,0
Mumbai,2024-02-19,31.6,85,0
Mumbai,2024-02-20,28.5,75,0
Mumbai,2024-02-21,43.7,83,0
Mumbai,2024-02-22,31.6,74,0
Mumbai,2024-02-23,24.7,75,1
Mumbai,2024-02-24,27.7,86,1
Mumbai,2024-02-25,31.8,67,0
Mumbai,2024-02-26,29.9,83,0
Mumbai,2024-02-27,36.1,55,0
Mumbai,2024-02-28,27.9,70,0
Mumbai,2024-02-29,25.7,79,0
Mumbai,2024-03-01,44.0,80,0
Mumbai,2024-03-02,32.5,82,0
Mumbai,2024-03-03,33.1,82,0
Mumbai,2024-03-04,32.5,73,0
Mumbai,2024-03-05,34.0,51,0
Mumbai,2024-03-06,31.3,56,0
Mumbai,2024-03-07,34.9,55,0
Mumbai,2024-03-08,33.5,77,0
Mumbai,2024-03-09,31.9,46,0
Mumbai,2024-03-10,28.1,88,1
Mumbai,2024-03-11,32.0,50,1
Mumbai,2024-03-12,17.7,56,0
Mumbai,2024-03-13,25.2,87,0
Mumbai,2024-03-14,35.7,66,0
Mumbai,2024-03-15,36.3,61,0
Mumbai,2024-03-16,35.6,53,0
Mumbai,2024-03-17,29.4,40,0
Mumbai,2024-03-18,22.8,72,0
Mumbai,2024-03-19,26.0,55,0
Mumbai,2024-03-20,37.1,68,0
Mumbai,2024-03-21,34.2,69,0
Mumbai,2024-03-22,33.2,57,1
Mumbai,2024-03-23,21.5,71,0
Mumbai,2024-03-24,28.4,61,0
Mumbai,2024-03-25,23.8,70,0
Mumbai,2024-03-26,26.7,77,0
Mumbai,2024-03-27,37.1,48,0
Mumbai,2024-03-28,29.4,68,0
Mumbai,2024-03-29,28.5,56,0
Mumbai,2024-03-30,33.3,84,1
Mumbai,2024-03-31,26.7,89,0
Mumbai,2024-04-01,33.1,82,0
Mumbai,2024-04-02,26.9,82,0
Mumbai,2024-04-03,33.7,54,0
Mumbai,2024-04-04,27.7,84,1
Mumbai,2024-04-05,26.9,86,0
Mumbai,2024-04-06,30.6,87,1
Mumbai,2024-04-07,23.4,52,0
Mumbai,2024-04-08,33.9,73,0
Mumbai,2024-04-09,26.1,82,0
Mumbai,2024-04-10,36.6,86,0
Mumbai,2024-04-11,34.3,58,0
Mumbai,2024-04-12,29.1,82,0
Mumbai,2024-04-13,34.2,56,0
Mumbai,2024-04-14,30.0,85,0
Mumbai,2024-04-15,26.0,68,0
Mumbai,2024-04-16,34.7,75,1
Mumbai,2024-04-17,31.4,63,0
Mumbai,2024-04-18,25.0,49,0
Mumbai,2024-04-19,36.3,67,0
Mumbai,2024-04-20,30.3,40,0
Mumbai,2024-04-21,20.2,75,1
Mumbai,2024-04-22,45.3,87,1
Mumbai,2024-04-23,25.4,47,1
Mumbai,2024-04-24,31.0,45,0
Mumbai,2024-04-25,27.6,51,0
Mumbai,2024-04-26,29.0,87,0
Mumbai,2024-04-27,30.2,74,0
Mumbai,2024-04-28,27.4,63,0
Mumbai,2024-04-29,32.8,47,0
Mumbai,2024-04-30,26.1,49,0
Mumbai,2024-05-01,29.3,43,0
Mumbai,2024-05-02,28.7,82,1
Mumbai,2024-05-03,32.5,43,1
Mumbai,2024-05-04,32.3,86,0
Mumbai,2024-05-05,23.3,41,0
Mumbai,2024-05-06,26.5,69,0
Mumbai,2024-05-07,29.0,56,0
Mumbai,2024-05-08,34.1,63,0
Mumbai,2024-05-09,28.7,64,0
Mumbai,2024-05-10,27.3,77,0
Mumbai,2024-05-11,34.1,69,1
Mumbai,2024-05-12,20.2,66,0
Mumbai,2024-05-13,24.4,78,0
Mumbai,2024-05-14,26.3,83,0
Mumbai,2024-05-15,30.5,82,0
Mumbai,2024-05-16,33.5,54,1
Mumbai,2024-05-17,30.5,86,0
Mumbai,2024-05-18,32.1,87,0
Mumbai,2024-05-19,37.5,41,0
Mumbai,2024-05-20,34.3,49,1
Mumbai,2024-05-21,31.8,51,0
Mumbai,2024-05-22,31.8,59,0
Mumbai,2024-05-23,35.1,86,0
Mumbai,2024-05-24,38.0,52,1
Mumbai,2024-05-25,37.1,47,0
Mumbai,2024-05-26,21.9,88,1
Mumbai,2024-05-27,33.2,74,1
Mumbai,2024-05-28,32.3,71,0
Mumbai,2024-05-29,30.8,85,0
Mumbai,2024-05-30,20.2,74,1
Mumbai,2024-05-31,27.1,81,0
Mumbai,2024-06-01,29.6,57,1
Mumbai,2024-06-02,34.9,65,1
Mumbai,2024-06-03,29.1,41,0
Mumbai,2024-06-04,29.5,48,0
Mumbai,2024-06-05,29.1,82,0
Mumbai,2024-06-06,23.8,73,0
Mumbai,2024-06-07,38.8,73,0
Mumbai,2024-06-08,30.6,81,1
Mumbai,2024-06-09,29.1,71,1
Mumbai,2024-06-10,29.2,60,0
Mumbai,2024-06-11,36.3,89,1
Mumbai,2024-06-12,32.8,54,1
Mumbai,2024-06-13,33.5,77,0
Mumbai,2024-06-14,27.8,44,1
Mumbai,2024-06-15,36.9,84,0
Mumbai,2024-06-16,32.8,41,0
Mumbai,2024-06-17,31.8,71,0
Mumbai,2024-06-18,39.7,60,0
Mumbai,2024-06-19,46.6,48,0
Mumbai,2024-06-20,33.7,53,0
Mumbai,2024-06-21,31.4,55,0
Mumbai,2024-06-22,26.4,73,0
Mumbai,2024-06-23,27.7,65,0
Mumbai,2024-06-24,33.9,84,0
Mumbai,2024-06-25,29.7,60,0
Mumbai,2024-06-26,26.1,71,0
Mumbai,2024-06-27,31.9,89,0
Mumbai,2024-06-28,20.3,82,0
Mumbai,2024-06-29,33.6,78,0
Mumbai,2024-06-30,31.6,75,0
Mumbai,2024-07-01,19.8,50,1
Mumbai,2024-07-02,24.7,42,1
Mumbai,2024-07-03,41.6,77,0
Mumbai,2024-07-04,31.1,75,0
Mumbai,2024-07-05,37.9,71,0
Mumbai,2024-07-06,24.3,72,0
Mumbai,2024-07-07,34.2,44,1
Mumbai,2024-07-08,27.8,79,0
Mumbai,2024-07-09,15.9,82,0
Mumbai,2024-07-10,34.2,88,0
Mumbai,2024-07-11,31.5,86,0
Mumbai,2024-07-12,43.1,43,0
Mumbai,2024-07-13,25.4,85,0
Mumbai,2024-07-14,32.8,83,0
Mumbai,2024-07-15,25.0,67,1
Mumbai,2024-07-16,32.2,71,0
Mumbai,2024-07-17,39.3,81,0
Mumbai,2024-07-18,20.9,83,0
Mumbai,2024-07-19,33.5,70,0
Mumbai,2024-07-20,31.5,64,0
Mumbai,2024-07-21,28.0,72,0
Mumbai,2024-07-22,34.9,74,1
Mumbai,2024-07-23,22.5,68,0
Mumbai,2024-07-24,32.0,76,0
Mumbai,2024-07-25,29.6,49,0
Mumbai,2024-07-26,34.2,59,1
Mumbai,2024-07-27,33.3,67,0
Mumbai,2024-07-28,33.1,42,1
Mumbai,2024-07-29,29.5,57,0
Mumbai,2024-07-30,32.8,62,1
Mumbai,2024-07-31,40.9,68,0
Mumbai,2024-08-01,28.1,56,0
Mumbai,2024-08-02,25.1,69,0
Mumbai,2024-08-03,25.7,59,0
Mumbai,2024-08-04,33.8,63,0
Mumbai,2024-08-05,32.7,82,0
Mumbai,2024-08-06,24.4,65,0
Mumbai,2024-08-07,38.3,74,0
Mumbai,2024-08-08,31.7,40,0
Mumbai,2024-08-09,27.4,77,0
Mumbai,2024-08-10,24.4,75,0
Mumbai,2024-08-11,31.2,55,0
Mumbai,2024-08-12,26.4,87,0
Mumbai,2024-08-13,33.5,72,1
Mumbai,2024-08-14,28.7,60,0
Mumbai,2024-08-15,30.6,66,0
Mumbai,2024-08-16,33.7,66,0
Mumbai,2024-08-17,29.5,88,0
Mumbai,2024-08-18,30.5,58,0
Mumbai,2024-08-19,32.9,78,0
Mumbai,2024-08-20,23.6,51,0
Mumbai,2024-08-21,26.9,46,0
Mumbai,2024-08-22,29.4,57,0
Mumbai,2024-08-23,26.4,64,1
Mumbai,2024-08-24,28.5,74,0
Mumbai,2024-08-25,28.4,46,1
Mumbai,2024-08-26,18.9,46,1
Mumbai,2024-08-27,37.6,52,0
Mumbai,2024-08-28,35.2,58,0
Mumbai,2024-08-29,32.8,77,0
Mumbai,2024-08-30,30.3,54,0
Mumbai,2024-08-31,30.9,74,0
Mumbai,2024-09-01,25.2,63,0
Mumbai,2024-09-02,26.9,88,0
Mumbai,2024-09-03,27.0,68,0
Mumbai,2024-09-04,19.6,53,0
Mumbai,2024-09-05,25.4,89,0
Mumbai,2024-09-06,30.4,57,0
Mumbai,2024-09-07,20.8,78,0
Mumbai,2024-09-08,23.7,76,0
Mumbai,2024-09-09,38.4,52,1
Mumbai,2024-09-10,28.9,56,0
Mumbai,2024-09-11,26.5,42,0
Mumbai,2024-09-12,31.0,70,0
Mumbai,2024-09-13,31.6,67,0
Mumbai,2024-09-14,35.0,77,0
Mumbai,2024-09-15,30.8,74,1
Mumbai,2024-09-16,33.7,50,0
Mumbai,2024-09-17,34.1,79,0
Mumbai,2024-09-18,31.1,82,0
Mumbai,2024-09-19,27.2,52,0
Mumbai,2024-09-20,31.4,62,0
Mumbai,2024-09-21,32.1,69,0
Mumbai,2024-09-22,38.5,85,0
Mumbai,2024-09-23,30.2,58,0
Mumbai,2024-09-24,22.3,42,0
Mumbai,2024-09-25,28.6,77,0
Mumbai,2024-09-26,32.1,78,0
Mumbai,2024-09-27,38.7,80,0
Mumbai,2024-09-28,30.3,71,1
Mumbai,2024-09-29,28.2,43,1
Mumbai,2024-09-30,18.2,50,0
Mumbai,2024-10-01,35.5,78,0
Mumbai,2024-10-02,32.8,66,0
Mumbai,2024-10-03,28.6,86,1
Mumbai,2024-10-04,16.3,41,0
Mumbai,2024-10-05,27.3,54,0
Mumbai,2024-10-06,22.6,81,1
Mumbai,2024-10-07,28.0,69,0
Mumbai,2024-10-08,37.9,59,0
Mumbai,2024-10-09,41.8,79,0
Mumbai,2024-10-10,30.2,47,1
Mumbai,2024-10-11,36.7,55,0
Mumbai,2024-10-12,28.8,70,0
Mumbai,2024-10-13,28.8,52,0
Mumbai,2024-10-14,31.0,54,0
Mumbai,2024-10-15,33.3,82,0
Mumbai,2024-10-16,37.8,49,0
Mumbai,2024-10-17,38.8,46,0
Mumbai,2024-10-18,37.7,40,0
Mumbai,2024-10-19,29.9,42,0
Mumbai,2024-10-20,38.9,82,0
Mumbai,2024-10-21,31.5,45,1
Mumbai,2024-10-22,27.9,72,0
Mumbai,2024-10-23,26.5,62,0
Mumbai,2024-10-24,34.3,55,0
Mumbai,2024-10-25,26.5,76,0
Mumbai,2024-10-26,25.8,81,0
Mumbai,2024-10-27,37.6,89,0
Mumbai,2024-10-28,34.6,48,0
Mumbai,2024-10-29,39.0,86,0
Mumbai,2024-10-30,27.3,78,0
Mumbai,2024-10-31,34.5,56,0
Mumbai,2024-11-01,36.4,45,0
Mumbai,2024-11-02,25.4,56,1
Mumbai,2024-11-03,26.2,49,0
Mumbai,2024-11-04,30.1,66,0
Mumbai,2024-11-05,29.9,68,0
Mumbai,2024-11-06,24.1,40,0
Mumbai,2024-11-07,33.1,43,1
Mumbai,2024-11-08,24.3,61,1
Mumbai,2024-11-09,34.5,61,0
Mumbai,2024-11-10,25.6,45,0
Mumbai,2024-11-11,28.0,41,0
